Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,YearBuilt,YearRemodAdd,GrLivArea,TotalBsmtSF,BedroomAbvGr,BathroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice
266,70,RL,139,13286,Pave,,Reg,Lvl,1881,1958,1443,1027,3,2,3,5,2,234,203463
267,120,RL,34,6935,Pave,,Reg,Bnk,1937,1974,404,2060,3,2,1,9,2,119,123375
268,40,RL,,19188,Pave,,Reg,Lvl,1937,2002,1433,2866,3,1,1,5,4,111,235181
269,150,RL,88,6736,Pave,,Reg,Lvl,1891,1950,334,584,2,3,1,14,3,94,132873
270,70,RL,,10193,Pave,,Reg,Lvl,1987,1989,334,417,2,1,1,5,2,238,86656
271,50,RL,21,4718,Pave,Pave,Reg,Lvl,1969,2007,1657,1113,2,2,1,6,2,161,206482
272,40,RL,,22642,Pave,,Reg,Bnk,1974,1980,334,948,2,2,1,3,2,296,131360
273,190,RL,,3288,Pave,,Reg,Lvl,1953,1963,334,448,3,1,1,5,1,528,116326
274,75,FV,21,8621,Pave,,Reg,Lvl,1891,1985,1059,1536,2,1,1,9,3,348,202890
275,160,RL,33,2058,Pave,,Reg,Lvl,1919,1962,334,665,3,3,1,2,2,223,110067
276,150,RL,43,16390,Grvl,,Reg,Bnk,1924,2004,334,53,2,3,1,12,2,308,148073
277,40,FV,82,10738,Pave,,Reg,HLS,1901,2000,479,1173,4,2,1,5,2,480,164461
278,160,RL,95,3945,Grvl,,IR2,Lvl,1988,1990,1980,1481,3,1,1,5,2,937,249842
279,90,RL,72,4718,Pave,,Reg,Lvl,1993,2000,912,537,3,4,1,14,2,1064,139285
280,160,FV,173,6122,Pave,,Reg,Low,1998,2009,1563,477,3,2,1,8,3,1187,203558
281,85,RL,93,2551,Pave,,Reg,Lvl,1891,1976,334,1550,2,2,1,5,2,66,114691
282,50,RL,23,9788,Pave,,Reg,Lvl,1907,1974,2441,153,5,1,1,14,2,257,173614
283,60,RL,47,2673,Pave,,Reg,Bnk,1874,1963,888,856,8,1,1,13,3,1060,127833
284,20,RL,,4395,Pave,Grvl,IR2,Lvl,1961,2000,904,1057,3,2,1,5,2,451,174633
285,45,RL,,9999,Pave,Pave,Reg,Lvl,1927,1952,334,976,2,1,1,11,2,31,135694
286,160,RP,85,11434,Pave,,Reg,Lvl,1956,1969,1396,256,3,1,1,9,3,60,138049
287,70,RL,21,8279,Pave,,Reg,Lvl,1946,1955,334,731,2,3,1,3,2,694,118811
288,190,RL,,3860,Pave,,Reg,Lvl,1949,1989,846,1373,2,1,1,3,3,668,172182
289,160,RL,46,3683,Pave,,Reg,Lvl,1944,1981,2241,1171,3,3,1,8,2,490,199353
290,150,I,76,12488,Pave,,Reg,Lvl,1965,1951,570,775,2,2,1,6,2,166,93629
291,160,RL,189,1300,Pave,,Reg,Lvl,1941,2001,2708,949,3,1,1,3,2,172,194396
292,85,A,44,3934,Pave,,Reg,Lvl,1940,1978,1623,541,3,3,1,2,2,252,158262
293,50,RP,112,6446,Pave,,Reg,Lvl,1904,2009,1345,36,3,3,1,7,2,58,200784
294,45,RP,68,8092,Pave,,Reg,Lvl,1929,1951,863,833,3,3,1,5,2,642,117906
295,180,RL,,4619,Pave,Grvl,IR1,Lvl,1960,2008,1176,1073,2,2,1,13,0,364,136204
296,85,RL,102,1613,Pave,,Reg,Lvl,1883,1955,898,627,3,1,1,10,1,292,127688
297,150,RL,103,5058,Pave,,Reg,Bnk,1874,1984,619,2069,2,1,1,2,2,411,108276
298,75,RM,21,5752,Pave,,Reg,Bnk,1968,1950,375,714,3,1,1,14,2,675,82401
299,50,RL,38,3152,Pave,,Reg,Lvl,1912,1956,1151,1184,2,1,1,14,2,88,194366
300,150,RL,30,6374,Pave,,Reg,Lvl,1949,1984,2939,634,2,1,1,5,2,169,289131
301,160,FV,145,8839,Pave,,Reg,Lvl,1908,1964,334,487,2,2,1,8,2,431,130717
302,90,RL,39,1300,Pave,,Reg,Lvl,1898,2008,334,837,3,1,1,12,2,92,124269
303,30,RL,21,10037,Grvl,,Reg,Lvl,1957,1965,334,801,3,1,1,15,2,1068,116094
304,190,FV,22,16787,Pave,,Reg,Lvl,1910,2005,537,270,2,2,1,8,2,155,161341
305,80,FV,28,7341,Pave,,Reg,Lvl,1882,1956,334,657,3,2,1,15,3,135,162182
306,75,RL,,13639,Pave,,IR3,Lvl,1984,1982,644,212,3,2,1,2,2,740,168693
307,150,RL,21,1727,Pave,,Reg,Lvl,1931,1997,1014,343,4,1,1,6,2,145,204066
308,20,RL,73,2789,Pave,Pave,Reg,Lvl,2007,1958,334,1592,6,1,1,9,2,1307,120663
309,75,RL,,18932,Pave,Grvl,Reg,Lvl,1910,1951,3535,892,2,1,1,15,2,152,266736
310,150,C,23,9878,Pave,,Reg,Lvl,1957,1990,2026,387,4,1,1,7,3,216,134334
311,40,RL,,6688,Pave,,Reg,Bnk,1946,1975,334,964,5,2,1,14,2,29,101684
312,80,RL,53,2124,Pave,,Reg,Lvl,1927,1980,682,856,3,0,1,10,3,318,148075
313,80,C,,11601,Pave,,Reg,Bnk,2006,1994,1418,795,2,1,1,8,4,509,129831
314,150,RL,142,4030,Pave,Grvl,Reg,Lvl,2009,1963,836,493,3,1,1,5,4,627,196286
315,60,RL,21,14695,Grvl,,Reg,Lvl,1980,1977,1375,271,3,0,1,7,2,447,197904
316,75,RL,51,1860,Pave,,Reg,Lvl,1933,1950,3252,247,3,1,1,13,3,777,319702
317,45,FV,40,14412,Pave,,Reg,Lvl,1874,1978,334,402,2,2,1,13,2,401,175731
318,160,RP,94,6721,Pave,,Reg,Lvl,1947,1952,1633,550,2,2,1,11,2,112,204090
319,120,I,28,2960,Pave,,IR3,Lvl,1989,1951,803,1538,3,1,1,11,2,53,133067
320,20,RL,48,4172,Pave,,Reg,Lvl,1924,1964,701,1818,4,1,1,11,2,609,164243
321,85,RL,22,2393,Pave,,Reg,Lvl,1909,1999,1264,957,4,3,2,9,2,28,171667
322,150,RL,122,1300,Pave,,Reg,Lvl,1923,1996,334,1909,2,1,1,5,2,1034,141677
323,40,RL,149,5666,Pave,,Reg,HLS,1957,1994,1358,2184,2,2,1,6,2,761,162492
324,20,RL,21,12396,Pave,,Reg,Lvl,1989,2007,2165,493,2,2,3,2,4,910,288900
325,20,RL,105,3148,Pave,,Reg,Lvl,1931,1980,789,1934,3,1,1,10,2,338,154150
326,70,RL,85,15921,Pave,,Reg,Lvl,1912,1961,969,882,2,2,1,12,2,258,188729
327,20,RL,33,9769,Pave,,Reg,Lvl,1998,1974,651,243,5,1,1,3,3,452,218213
328,50,RL,,6335,Pave,,Reg,Lvl,1950,1983,979,1425,1,1,1,11,2,133,174641
329,120,RL,,12130,Pave,,Reg,Lvl,1910,1971,1767,860,2,1,1,2,2,789,217089
330,70,RL,21,8968,Pave,,Reg,HLS,1980,1958,571,711,5,2,1,2,2,260,169914
331,80,RL,,7259,Pave,Grvl,Reg,HLS,1925,1973,1835,540,3,1,1,10,4,849,273792
332,80,RL,89,13245,Pave,,Reg,Bnk,1998,1963,995,409,2,2,1,9,2,435,181622
333,60,RL,177,4311,Pave,,IR3,Lvl,1958,2005,1327,2258,2,1,2,2,2,534,176821
334,30,RL,21,5743,Pave,,IR3,Lvl,1879,1954,959,239,2,1,1,4,3,668,184190
335,75,RL,21,4611,Grvl,,Reg,Lvl,1989,2002,581,237,2,1,1,5,2,576,128836
336,40,RL,223,10962,Pave,,IR2,Lvl,1963,1970,1052,241,3,1,1,8,2,1418,198114
337,120,RM,171,17567,Pave,,Reg,Lvl,1902,1982,1703,1069,4,1,1,5,3,670,140583
338,30,RL,45,11109,Pave,,Reg,Lvl,1930,1993,3253,2468,3,1,1,6,2,226,203049
339,75,RL,25,2644,Pave,,Reg,Lvl,1888,1957,2326,37,2,2,1,13,2,233,222278
340,40,RL,95,13841,Grvl,,Reg,HLS,1991,1988,334,655,2,1,1,5,2,568,119055
341,160,RL,77,1300,Pave,,Reg,Lvl,1967,2005,443,824,4,2,1,7,3,125,127418
342,30,RL,37,15473,Pave,,Reg,Lvl,1889,1984,3046,322,2,1,1,14,2,184,187886
343,60,I,82,6483,Grvl,,Reg,Lvl,1971,1983,334,619,1,1,1,12,2,185,98218
344,190,RL,21,2210,Pave,Pave,Reg,Lvl,1901,1977,534,1439,3,1,1,2,2,1406,145439
345,85,RL,,7475,Pave,,Reg,Lvl,1919,1979,976,683,4,2,1,10,2,104,155142
346,50,RL,53,9962,Pave,,Reg,Lvl,2006,1980,2584,65,2,2,1,6,2,1418,204208
347,70,A,,2698,Pave,Pave,Reg,Lvl,1898,1973,421,146,3,1,1,8,2,23,95288
348,150,RL,,10134,Pave,Grvl,Reg,Lvl,1930,1975,2415,105,5,2,1,13,4,661,233854
349,80,C,,1641,Pave,,Reg,Lvl,1904,1982,365,894,3,1,1,8,2,897,130260
350,80,RL,39,12065,Pave,,Reg,Lvl,1943,1984,4176,2013,3,1,1,2,2,468,340046
351,75,FV,67,3720,Pave,,Reg,Lvl,1996,2008,1425,1080,3,2,1,11,3,42,190087
352,20,RL,73,14028,Pave,,Reg,Lvl,1902,2001,1665,1191,3,1,1,6,2,1375,169615
353,75,RL,,10062,Pave,,IR3,Lvl,1911,1959,1599,448,2,2,2,15,2,469,196165
354,30,FV,32,6423,Pave,,Reg,Lvl,1952,1974,535,2724,3,2,1,11,1,646,75623
355,180,I,151,16932,Pave,,Reg,Lvl,1920,1971,1863,122,2,2,1,11,2,445,143884
356,85,RM,25,3627,Pave,,Reg,Lvl,1930,2001,520,976,2,1,1,10,3,207,114281
357,80,RL,,6583,Pave,,Reg,HLS,1902,1992,2476,88,6,0,1,6,2,471,230659
358,70,RL,240,14070,Pave,,Reg,Lvl,1890,1951,1819,443,3,1,1,12,3,182,189046
359,160,RL,91,9810,Pave,,Reg,Lvl,1921,1988,2023,2614,2,1,1,4,2,315,203043
360,160,I,125,4480,Pave,,IR2,Lvl,1969,1977,334,2835,2,1,1,8,3,277,127213
361,120,RL,,7593,Pave,,Reg,Lvl,1896,2003,334,8,4,1,1,10,3,158,103602
362,150,RL,62,9847,Pave,,Reg,Lvl,1877,2005,4416,1119,2,1,1,2,4,160,417541
363,90,RL,,7449,Grvl,,Reg,Lvl,1877,1993,334,398,3,1,1,5,4,303,89073
364,80,RL,,12727,Pave,,Reg,Lvl,1959,1969,334,230,2,2,1,4,3,264,145048
365,90,RL,,7609,Pave,,Reg,Lvl,1977,1998,2668,390,3,2,1,12,2,256,269203
366,150,RL,205,3267,Pave,,Reg,Lvl,1884,2007,482,189,3,1,1,6,2,664,135607
367,75,RL,125,4368,Pave,,IR1,HLS,1986,2006,490,700,2,1,1,12,2,100,124180
368,30,RL,,10206,Pave,,Reg,HLS,1967,1989,599,316,3,1,1,15,2,1214,134094
369,190,RL,22,8593,Pave,,Reg,Lvl,1891,1970,2653,1426,3,1,1,13,1,291,195574
370,80,RL,118,6167,Pave,,IR2,Lvl,1880,1990,2068,2253,2,1,1,11,2,54,239526
371,120,RL,99,9038,Pave,,Reg,Lvl,1953,1982,480,653,2,1,1,10,2,803,136053
372,180,RL,124,22845,Pave,,Reg,Lvl,1966,1975,758,545,3,1,1,5,2,999,101409
373,75,RL,52,5632,Pave,,Reg,Lvl,2000,1971,386,5,2,1,1,13,3,123,163408
374,75,RL,,9810,Pave,,Reg,HLS,1999,1980,664,102,1,1,1,6,3,539,126088
375,120,RL,72,6195,Pave,,Reg,Lvl,1891,2008,392,2824,5,1,1,14,2,160,143684
376,85,RL,,2394,Pave,,IR3,HLS,1888,2002,568,345,6,1,1,3,2,647,104330
377,50,RL,34,12581,Pave,,Reg,Lvl,1887,2001,1014,1806,3,2,1,11,2,852,141993
378,160,RL,44,2843,Pave,,Reg,Lvl,1940,1971,357,1616,4,2,1,3,3,1205,124978
379,20,C,242,9567,Pave,,Reg,Lvl,1908,1976,3578,1356,3,2,1,8,3,207,186380
380,75,I,110,12345,Pave,,Reg,Lvl,1912,1959,334,1477,2,1,1,4,2,142,68178
381,40,RL,126,14945,Pave,,Reg,Lvl,1945,1985,334,636,2,1,1,14,2,33,112005
382,90,RL,,3072,Pave,,Reg,Lvl,1969,1972,970,313,3,1,1,4,3,73,147775
383,80,RL,121,28781,Pave,,Reg,Lvl,1937,2004,543,1852,2,2,1,9,2,1117,113925
384,75,RL,,4261,Pave,,Reg,Lvl,1998,1950,1236,2334,2,2,1,4,2,852,226973
385,60,RL,172,3369,Grvl,,Reg,Lvl,1948,1993,1208,594,3,1,1,6,2,108,170462
386,190,RL,108,14679,Pave,,Reg,HLS,1888,1995,1781,566,4,1,1,3,3,815,212572
387,90,RH,49,17934,Pave,,Reg,Lvl,1981,1965,3329,269,4,1,1,14,2,31,205790
388,50,I,21,9906,Pave,,Reg,Lvl,1884,1986,1740,675,5,2,1,2,2,164,100629
389,150,RL,21,4938,Grvl,,Reg,Lvl,1983,1981,4227,1722,2,1,1,13,3,233,434670
390,120,RL,75,3613,Pave,,Reg,Bnk,1927,1985,1190,444,4,1,1,5,3,306,176964
391,150,A,70,13416,Pave,,Reg,Lvl,1995,1973,824,1573,2,1,1,7,2,75,136689
392,75,RL,121,7829,Pave,,IR1,Lvl,1964,1970,665,1410,3,1,2,8,2,129,111895
393,75,RL,29,8331,Pave,,IR2,Lvl,1990,1979,4301,1245,3,2,1,13,2,98,304846
394,75,RL,152,2453,Pave,,Reg,Lvl,1910,1965,334,2124,4,1,1,15,2,351,127832
395,45,RL,32,13038,Pave,Grvl,Reg,Lvl,1974,2001,1565,1334,3,1,1,13,2,225,208363
396,30,RL,67,2159,Pave,,Reg,Lvl,1881,2010,857,1397,3,1,1,10,2,907,148188
397,120,RL,121,7152,Pave,,Reg,Lvl,1963,1995,1296,809,2,1,1,3,4,173,174963
398,20,FV,100,5668,Pave,,Reg,Bnk,1929,1970,1133,1057,4,1,1,10,4,145,219860
399,120,RL,50,6948,Pave,,Reg,Low,1978,1965,1558,908,3,1,1,4,3,201,188839
400,150,FV,72,10530,Pave,,IR1,Lvl,1953,1978,600,1628,2,1,1,14,2,535,173721
401,70,RL,77,6107,Pave,,Reg,Lvl,1927,1978,3825,877,3,2,1,3,2,875,338460
402,75,I,21,9912,Grvl,Grvl,Reg,Lvl,1946,1979,1477,1479,2,1,1,8,2,366,165122
403,60,RM,21,1630,Pave,,Reg,Lvl,1913,1974,3979,660,3,1,1,13,3,1229,150129
404,30,RM,163,4472,Pave,,Reg,Lvl,1885,1957,1392,543,2,4,1,8,2,10,101577
405,75,C,24,3164,Pave,,Reg,Lvl,1988,1973,3097,183,3,1,2,10,2,485,229855
406,40,A,33,6106,Pave,,Reg,Lvl,1913,1997,334,878,3,1,1,5,2,1261,82170
407,20,I,75,2996,Pave,Grvl,Reg,Lvl,2010,2001,514,1013,2,1,1,14,2,426,95448
408,180,RL,32,17652,Grvl,,Reg,Lvl,1987,1971,5642,0,4,2,1,13,3,389,482867
409,120,RL,,1673,Pave,,Reg,Lvl,1948,2001,1125,580,3,2,1,7,2,499,136633
410,70,RL,168,11619,Pave,,Reg,Lvl,1983,1974,2369,235,3,2,1,10,2,352,219814
411,180,RL,21,10578,Pave,,Reg,Lvl,1985,1954,1398,243,3,3,1,4,2,121,203992
412,50,RH,31,1300,Pave,Grvl,IR1,HLS,1938,1995,503,593,2,1,1,8,2,103,92919
413,190,RL,187,4992,Pave,,Reg,Lvl,1959,1965,334,1325,3,0,1,7,4,6,142503
414,85,RM,200,25624,Pave,,Reg,Lvl,1918,1952,507,49,3,2,1,8,4,1369,124882
415,190,I,,8939,Pave,,Reg,Lvl,1964,2001,924,147,3,1,1,2,2,1272,115487
416,20,RL,25,6112,Pave,,Reg,Lvl,1872,1955,2366,406,2,1,1,4,2,97,222943
417,45,RL,128,5154,Pave,,Reg,Lvl,1959,1968,2468,1076,5,1,1,10,2,540,207099
418,80,RL,,3358,Pave,,Reg,Lvl,1897,1989,811,1049,6,3,1,2,2,284,94453
419,120,FV,21,23624,Pave,,Reg,Lvl,2001,1960,1567,947,4,3,1,3,2,157,206800
420,60,RM,,8331,Pave,,Reg,Lvl,1951,2008,417,753,3,1,1,3,2,559,69795
421,190,RL,190,3914,Pave,,Reg,Bnk,2004,1981,380,548,2,1,1,6,2,511,142257
422,20,RL,69,15570,Grvl,Pave,Reg,Lvl,1994,1976,334,607,5,2,1,6,2,665,129529
423,45,RL,33,2749,Pave,,IR2,Lvl,1956,1976,1471,903,3,1,1,11,2,1146,167598
424,75,RL,,12781,Pave,,Reg,Lvl,1893,1972,550,412,2,1,1,5,2,594,143876
425,160,RL,21,5697,Pave,,Reg,Lvl,1938,1992,624,162,3,2,1,13,2,205,140058
426,75,RL,21,4217,Pave,,IR3,Lvl,2003,1980,1414,725,4,1,1,5,0,450,157285
427,75,RL,25,8507,Pave,,Reg,Bnk,1912,1953,534,451,2,1,1,3,2,460,148511
428,190,C,135,3340,Pave,,Reg,Lvl,1892,1987,1699,540,2,1,1,9,2,189,171833
429,20,RL,151,14362,Pave,,Reg,HLS,1982,2001,511,1325,2,1,1,8,2,353,134709
430,160,RL,62,1469,Pave,,Reg,Bnk,1979,1988,1027,420,3,1,1,10,1,35,160041
431,45,RL,99,9283,Pave,,Reg,Lvl,1972,1992,334,1011,5,1,1,7,2,365,131128
432,150,RL,23,9513,Pave,,Reg,Lvl,1900,1993,1972,702,3,1,1,9,2,1099,146240
433,30,RL,99,10582,Pave,,Reg,Lvl,1990,2007,334,672,3,1,1,10,2,466,120971
434,30,RL,50,16996,Pave,,Reg,HLS,1876,1996,334,463,2,1,1,14,2,472,124398
435,85,RL,39,13138,Pave,,Reg,Lvl,1881,1992,1437,828,2,1,1,8,2,160,186727
436,75,RL,31,5627,Pave,,IR3,Lvl,1984,1986,1449,434,3,1,1,13,2,74,173222
437,50,RL,31,1414,Pave,,IR3,Lvl,1964,1955,1913,2003,2,1,1,14,3,53,160597
438,45,RL,21,5426,Pave,Grvl,Reg,Lvl,1978,1955,718,1232,4,2,1,6,2,106,122841
439,80,RL,,3916,Pave,,Reg,Lvl,1929,2010,334,143,3,1,1,11,2,686,120865
440,40,C,75,2913,Pave,,Reg,Lvl,1968,1992,2022,416,3,2,1,3,4,70,193548
441,45,RL,,6165,Pave,,Reg,Lvl,1872,1969,2559,2809,3,1,1,9,2,53,153134
442,150,RL,45,11364,Pave,,Reg,Bnk,1987,1966,569,1241,3,1,1,11,2,171,106394
443,85,FV,,1300,Pave,,Reg,Lvl,1883,1972,1162,319,2,1,1,8,2,230,154853
444,30,RL,21,11358,Pave,,Reg,Lvl,1941,1982,556,20,3,1,2,9,2,458,166089
445,90,RL,27,9597,Pave,,Reg,Lvl,1885,1952,645,1150,2,1,1,6,2,1114,152451
446,60,RH,,8594,Pave,,Reg,HLS,1886,1969,1682,1117,3,1,1,13,2,1160,168244
447,180,RH,41,8903,Pave,,Reg,Lvl,1961,2004,1291,1278,3,1,1,3,2,59,119453
448,45,RL,102,6518,Pave,,Reg,Lvl,1902,2006,2316,477,4,1,1,7,2,332,253036
449,180,A,,13288,Pave,,IR1,Lvl,1932,1966,1926,965,5,1,1,7,2,263,235314
450,45,RL,21,10984,Pave,,Reg,Lvl,2003,1955,2512,1444,4,2,1,11,2,1296,241063
451,50,I,,2085,Pave,,Reg,HLS,1991,2010,1738,623,3,1,1,11,2,531,122610
452,40,RL,,6857,Pave,,IR1,Lvl,1977,1966,2760,676,3,1,1,11,1,13,191281
453,40,RL,119,3154,Pave,,IR1,Bnk,1898,1961,850,736,4,1,1,4,3,247,151668
454,85,RL,161,14820,Pave,,IR1,Lvl,1928,1964,334,1204,2,1,1,7,2,282,125498
455,60,RL,151,2789,Pave,,Reg,Lvl,1920,1970,1229,443,3,3,1,5,2,145,150674
456,50,RL,70,6977,Grvl,,Reg,HLS,1972,1991,1080,135,3,2,1,5,1,338,163669
457,50,RL,34,3145,Pave,,Reg,Lvl,1992,1993,2308,110,2,1,1,6,2,404,197679
458,80,RL,128,11739,Pave,,Reg,Lvl,1955,1972,731,30,4,1,1,6,2,1323,139041
459,90,C,81,14011,Pave,,Reg,Bnk,1901,1977,1627,643,3,1,1,13,2,1,133288
460,20,C,39,10160,Pave,Pave,Reg,Lvl,1977,2003,2136,1128,2,0,1,12,2,1418,202929
461,70,FV,,15022,Pave,,Reg,Lvl,1884,1970,1210,1346,4,2,1,15,2,475,196968
462,30,RL,130,8261,Pave,,Reg,Lvl,1985,1967,1312,314,5,2,1,14,2,1009,135794
463,40,RL,,5662,Pave,,Reg,HLS,1956,1994,2799,525,2,2,1,8,2,398,297479
464,75,A,45,3197,Pave,,Reg,Low,1872,1985,1464,510,3,3,1,3,3,838,103519
465,70,RL,66,2027,Pave,,Reg,Lvl,1873,1993,875,151,4,1,1,11,3,78,143750
466,30,RP,,4338,Pave,,Reg,Lvl,1909,1982,812,875,2,2,1,5,4,429,167365
467,190,RL,104,24462,Pave,,Reg,Lvl,1936,2005,908,220,3,2,1,12,2,1323,82437
468,80,RL,103,12137,Pave,Pave,IR1,Lvl,1981,1973,1221,861,3,1,1,14,2,315,159441
469,70,C,123,6916,Pave,,Reg,Lvl,1872,1981,1226,1118,2,2,1,2,2,140,129489
470,90,RL,220,5748,Pave,,Reg,Bnk,1944,1989,1042,1651,5,1,1,3,2,27,146439
471,180,RM,58,2086,Pave,,Reg,Lvl,1992,2001,878,140,4,1,1,4,2,1124,123653
472,180,RL,22,4580,Grvl,,Reg,Lvl,1962,1965,1987,537,4,1,1,8,2,477,221523
473,70,RL,57,10755,Pave,,Reg,Lvl,1934,1975,1446,84,5,2,1,9,2,30,184383
474,30,I,,4814,Pave,,IR1,HLS,1969,1961,2408,251,3,1,1,15,3,699,203596
475,190,FV,59,3235,Pave,,Reg,Lvl,1952,1968,1698,1992,3,1,1,4,1,143,246149
476,20,RM,,3564,Pave,,Reg,Lvl,1965,1982,1505,21,4,2,1,15,3,391,94257
477,90,I,65,4781,Pave,,Reg,Bnk,1941,1976,699,671,3,1,1,4,2,114,114937
478,50,RL,21,6745,Grvl,,IR1,Lvl,2004,2010,966,1935,3,2,1,15,4,342,177282
479,120,RL,94,2898,Pave,,Reg,Lvl,1967,1993,897,1091,3,2,1,10,2,1,165018
480,45,RL,68,5295,Pave,,Reg,Lvl,1969,1978,2180,400,2,3,1,15,2,0,219691
481,60,A,48,8466,Pave,,Reg,Lvl,1892,1950,1112,1554,4,1,1,11,2,664,132776
482,60,RL,127,16562,Pave,,Reg,Lvl,1926,1978,640,2533,2,2,1,9,3,616,155249
483,45,RL,,9650,Pave,,Reg,Lvl,1883,2001,806,1894,2,1,1,10,1,485,145279
484,180,RL,90,7770,Pave,,Reg,Lvl,1899,1956,1262,3939,2,2,1,11,2,166,100102
485,160,FV,21,15669,Pave,,Reg,Bnk,1882,2006,364,636,3,3,1,4,0,1418,101934
486,190,RP,21,20358,Pave,,Reg,Lvl,1970,1950,647,789,2,1,1,4,2,377,127446
487,80,RL,64,7609,Pave,,Reg,Lvl,1990,2010,1104,460,3,1,1,6,0,100,106884
488,20,RL,,7738,Pave,,IR3,Lvl,1936,1974,612,388,3,1,1,7,2,295,121810
489,75,RL,118,5763,Pave,,Reg,Lvl,1948,1965,547,685,4,3,1,9,1,357,104284
490,120,RL,,12103,Pave,,IR1,Lvl,1996,1984,887,1698,3,1,1,8,2,382,136158
491,20,I,,13931,Pave,,IR2,Lvl,2010,1974,991,1241,4,1,1,4,2,1418,119042
492,50,C,30,21144,Pave,,Reg,Lvl,1914,1963,2568,271,3,1,1,14,2,327,184793
493,90,I,67,1300,Grvl,,Reg,Lvl,1940,1978,1332,356,4,2,1,12,2,449,124677
494,50,RL,,8070,Pave,Pave,Reg,Lvl,1963,1995,1525,289,4,1,1,14,2,120,169632
495,160,RL,136,10814,Pave,,Reg,Lvl,1978,1980,1524,1391,3,2,1,8,2,231,192668
496,80,RL,142,2031,Pave,,Reg,Lvl,1984,1951,334,1247,3,1,1,4,2,26,134828
497,70,C,145,15585,Pave,,Reg,Lvl,1963,1977,1381,1549,3,1,1,15,2,259,99929
498,190,I,21,6800,Pave,,Reg,Lvl,1947,1972,758,484,2,2,1,13,2,395,73831
499,85,RL,107,14272,Pave,,Reg,HLS,1988,2007,1971,2218,2,2,1,13,2,233,204777
500,90,I,21,3087,Pave,,Reg,Lvl,1908,1969,2413,320,2,1,2,6,0,991,89429
501,20,RL,86,15456,Pave,,Reg,Lvl,1878,1968,3204,610,4,1,1,3,2,237,257244
502,40,I,130,3689,Pave,Pave,Reg,Lvl,1904,1957,2857,847,2,1,1,10,1,720,122010
503,40,RL,41,3870,Pave,,Reg,Lvl,1889,1992,484,664,3,1,1,13,3,64,115069
504,40,RL,,19556,Grvl,,Reg,Lvl,1924,2000,369,2696,3,3,1,10,2,329,132020
505,50,RL,,8189,Pave,,Reg,Lvl,1922,1992,1191,2338,3,2,1,5,2,616,172702
506,150,RL,47,7166,Pave,,Reg,Lvl,1907,1999,547,81,3,1,1,14,1,472,105211
507,160,I,40,19971,Pave,,Reg,Bnk,2010,1994,1292,754,1,1,1,10,3,258,169274
508,90,RL,106,10744,Grvl,,Reg,Bnk,1932,1977,1185,268,2,2,1,5,2,196,145465
509,85,RL,,5119,Pave,,Reg,Lvl,1894,1958,334,727,2,1,1,3,2,502,81070
510,120,RL,139,14802,Pave,,Reg,Lvl,1879,2005,446,118,3,2,1,7,2,754,113023
511,150,RL,76,24422,Pave,,Reg,Low,1878,1962,637,366,2,1,1,12,2,69,134160
512,190,RL,,11026,Pave,,Reg,Lvl,1985,1997,817,76,4,2,1,14,2,197,152712
513,120,C,26,19388,Pave,,Reg,Bnk,1936,1985,598,49,2,1,1,13,2,269,100320
514,120,RL,54,5422,Pave,,Reg,Lvl,1962,2004,997,20,4,2,1,13,3,805,151452
515,85,RL,26,2810,Pave,,Reg,Lvl,2003,1988,1154,73,3,3,1,12,2,219,120829
516,75,C,90,2364,Pave,,IR1,Bnk,1934,1970,2288,2537,4,1,1,4,2,1418,216163
517,45,RL,21,6756,Pave,,IR1,Lvl,1905,2006,2413,3323,5,3,1,10,2,213,268359
518,45,FV,21,4887,Pave,,IR3,Bnk,1933,1953,2692,2304,3,3,1,12,2,562,228998
519,75,RL,71,13713,Pave,Grvl,Reg,Lvl,1902,1990,346,469,2,2,1,15,1,348,107296
520,150,RL,84,15478,Pave,,Reg,Lvl,1888,1976,675,1520,2,2,1,5,2,1254,161169
521,75,RL,81,16132,Pave,,IR1,Lvl,1914,1952,1195,309,3,2,1,9,2,551,156200
522,190,RL,36,5772,Pave,,Reg,Lvl,2002,1960,1207,1126,3,0,1,2,2,267,150747
523,60,RL,,4418,Pave,,IR2,Lvl,1915,2010,2717,883,2,1,1,7,2,276,233399
524,20,C,242,7111,Pave,,Reg,Lvl,1931,1963,1316,596,3,1,1,14,3,130,151816
525,75,RL,224,9947,Pave,,IR2,Lvl,1986,1950,587,160,4,1,1,7,2,295,158355
526,80,RL,97,12600,Pave,,Reg,Lvl,1970,1984,334,1306,4,1,1,15,2,72,152498
527,180,RL,39,15232,Pave,,IR3,Lvl,2005,1983,805,1196,3,3,1,10,3,308,129688
528,160,RM,183,1300,Pave,,Reg,Lvl,1881,1975,1837,406,2,1,1,12,2,186,120676
529,20,RL,42,6802,Pave,,Reg,HLS,1985,1968,462,627,2,1,1,2,2,594,144617
530,160,RL,27,9286,Grvl,,Reg,Lvl,1991,2010,458,290,2,2,1,9,2,597,99042
531,85,RL,146,16856,Pave,,Reg,HLS,1986,1999,2806,1307,3,1,1,6,2,1418,203937
532,120,RL,21,8811,Pave,,Reg,Lvl,1998,2000,477,308,3,1,1,13,2,481,141542
